geographicDescription	northBoundingCoordinate	southBoundingCoordinate	eastBoundingCoordinate	westBoundingCoordinate
EDSM 20-06-USSC02 2019-09-05	38.56373	38.56373	-121.55135	-121.55135
EDSM 20-06-RV02 2019-09-05	38.10526	38.10526	-121.70823	-121.70823
EDSM 20-06-SBM02 2019-09-05	38.09831	38.09831	-122.05172	-122.05172
EDSM 20-06-USSC01 2019-09-05	38.48122	38.48122	-121.58416	-121.58416
EDSM 20-06-LSR01 2019-09-05	38.07698	38.07698	-121.76595	-121.76595
EDSM 20-06-SBW03 2019-09-05	38.08281	38.08281	-122.07719	-122.07719
EDSM 20-06-LSSC01 2019-09-05	38.24557	38.24557	-121.67001	-121.67001
EDSM 20-06-SBW04 2019-09-05	38.05769	38.05769	-122.09964	-122.09964
EDSM 20-06-LSR02 2019-09-06	38.06349	38.06349	-121.79363	-121.79363
EDSM 20-06-SPE01 2019-09-06	38.0401	38.0401	-122.29281	-122.29281
EDSM 20-06-CQS02 2019-09-06	38.06014	38.06014	-122.2272	-122.2272
EDSM 20-06-RV04 2019-09-06	38.09702	38.09702	-121.72981	-121.72981
EDSM 20-06-RV03 2019-09-06	38.17607	38.17607	-121.66862	-121.66862
EDSM 20-06-LSSC03 2019-09-06	38.47126	38.47126	-121.58489	-121.58489
EDSM 20-06-LSSC04 2019-09-06	38.35771	38.35771	-121.63701	-121.63701
EDSM 20-06-CQS01 2019-09-06	38.05117	38.05117	-122.17589	-122.17589
EDSM 20-06-LSSC02 2019-09-06	38.2097	38.2097	-121.66327	-121.66327
EDSM 20-07-LSR01 2019-09-09	38.06653	38.06653	-121.82994	-121.82994
EDSM 20-07-LSSC01 2019-09-09	38.41076	38.41076	-121.61233	-121.61233
EDSM 20-07-USSC02 2019-09-09	38.50725	38.50725	-121.58473	-121.58473
EDSM 20-07-LSR02 2019-09-09	38.06872	38.06872	-121.78382	-121.78382
EDSM 20-07-CF02 2019-09-09	38.06502	38.06502	-121.84283	-121.84283
EDSM 20-07-RV01 2019-09-09	38.13918	38.13918	-121.69242	-121.69242
EDSM 20-07-USSC01 2019-09-09	38.56115	38.56115	-121.55977	-121.55977
EDSM 20-07-HB01 2019-09-09	38.05761	38.05761	-121.94996	-121.94996
EDSM 20-07-SBW02 2019-09-09	38.0598	38.0598	-122.0551	-122.0551
EDSM 20-07-USSC03 2019-09-09	38.56336	38.56336	-121.55092	-121.55092
EDSM 20-07-SPE01 2019-09-10	38.07022	38.07022	-122.33301	-122.33301
EDSM 20-07-LSSC02 2019-09-10	38.19956	38.19956	-121.65647	-121.65647
EDSM 20-07-SPE03 2019-09-10	38.03617	38.03617	-122.29902	-122.29902
EDSM 20-07-RV02 2019-09-10	38.09009	38.09009	-121.73702	-121.73702
EDSM 20-07-SPE02 2019-09-10	38.05278	38.05278	-122.29725	-122.29725
EDSM 20-07-LSR04 2019-09-10	38.07201	38.07201	-121.7722	-121.7722
EDSM 20-07-LSR03 2019-09-10	38.06338	38.06338	-121.79819	-121.79819
EDSM 20-07-LSSC03 2019-09-10	38.34949	38.34949	-121.64105	-121.64105
EDSM 20-07-LSSC04 2019-09-10	38.27286	38.27286	-121.66241	-121.66241
EDSM 20-07-SPE05 2019-09-10	38.06153	38.06153	-122.302	-122.302
EDSM 20-07-SPE04 2019-09-10	38.05144	38.05144	-122.26856	-122.26856
EDSM 20-07-LSJ03 2019-09-11	38.01773	38.01773	-121.77517	-121.77517
EDSM 20-07-SM03 2019-09-11	38.1744	38.1744	-121.96258	-121.96258
EDSM 20-07-CS01 2019-09-11	38.25601	38.25601	-121.73736	-121.73736
EDSM 20-07-CS03 2019-09-11	38.24949	38.24949	-121.71096	-121.71096
EDSM 20-07-SM01 2019-09-11	38.18001	38.18001	-121.99899	-121.99899
EDSM 20-07-LSJ01 2019-09-11	38.01835	38.01835	-121.68312	-121.68312
EDSM 20-07-CS02 2019-09-11	38.25395	38.25395	-121.68812	-121.68812
EDSM 20-07-SM02 2019-09-11	38.16818	38.16818	-122.04211	-122.04211
EDSM 20-07-CS04 2019-09-11	38.25848	38.25848	-121.67091	-121.67091
EDSM 20-07-LSJ02 2019-09-11	38.0463	38.0463	-121.70233	-121.70233
EDSM 20-07-CF01 2019-09-13	38.04537	38.04537	-121.84119	-121.84119
EDSM 20-07-SM05 2019-09-13	38.19079	38.19079	-122.04336	-122.04336
EDSM 20-07-SBM01 2019-09-13	38.07042	38.07042	-121.97486	-121.97486
EDSM 20-07-CS07 2019-09-13	38.2516	38.2516	-121.72302	-121.72302
EDSM 20-07-CS06 2019-09-13	38.24699	38.24699	-121.70075	-121.70075
EDSM 20-07-CS09 2019-09-13	38.28492	38.28492	-121.71901	-121.71901
EDSM 20-07-CS10 2019-09-13	38.26935	38.26935	-121.70274	-121.70274
EDSM 20-07-SM04 2019-09-13	38.16248	38.16248	-122.04644	-122.04644
EDSM 20-07-SBM02 2019-09-13	38.05951	38.05951	-121.99873	-121.99873
EDSM 20-07-CS08 2019-09-13	38.24084	38.24084	-121.68131	-121.68131
EDSM 20-07-GB01 2019-09-13	38.10673	38.10673	-122.05255	-122.05255
EDSM 20-08-SM01 2019-09-16	38.11455	38.11455	-121.8906	-121.8906
EDSM 20-07-SBW01 2019-09-09	38.0542	38.0542	-122.09309	-122.09309
EDSM 20-08-USSC01 2019-09-16	38.55608	38.55608	-121.57494	-121.57494
EDSM 20-08-PP01 2019-09-16	38.08979	38.08979	-121.57341	-121.57341
EDSM 20-08-SM03 2019-09-16	38.1687	38.1687	-121.94528	-121.94528
EDSM 20-08-SJT01 2019-09-16	38.0942	38.0942	-121.65267	-121.65267
EDSM 20-08-LSSC02 2019-09-16	38.43142	38.43142	-121.60311	-121.60311
EDSM 20-08-LSJ01 2019-09-16	38.02051	38.02051	-121.78027	-121.78027
EDSM 20-08-SM02 2019-09-16	38.09959	38.09959	-122.07025	-122.07025
EDSM 20-08-SM04 2019-09-16	38.1819	38.1819	-122.05006	-122.05006
EDSM 20-08-LSSC01 2019-09-16	38.28411	38.28411	-121.65906	-121.65906
EDSM 20-08-SM06 2019-09-17	38.12721	38.12721	-122.08234	-122.08234
EDSM 20-08-SBW01 2019-09-17	38.05503	38.05503	-122.07154	-122.07154
EDSM 20-08-LSSC05 2019-09-17	38.35636	38.35636	-121.63715	-121.63715
EDSM 20-08-LSSC04 2019-09-17	38.25965	38.25965	-121.66618	-121.66618
EDSM 20-08-SM05 2019-09-17	38.11678	38.11678	-122.06137	-122.06137
EDSM 20-08-SBM01 2019-09-17	38.09872	38.09872	-122.06058	-122.06058
EDSM 20-08-LSSC03 2019-09-17	38.18188	38.18188	-121.66483	-121.66483
EDSM 20-08-CF01 2019-09-17	38.04768	38.04768	-121.87366	-121.87366
EDSM 20-08-SM07 2019-09-17	38.15486	38.15486	-121.92192	-121.92192
EDSM 20-08-LSR01 2019-09-18	38.0619	38.0619	-121.80484	-121.80484
EDSM 20-08-SBW03 2019-09-18	38.0906	38.0906	-122.07811	-122.07811
EDSM 20-08-CS03 2019-09-18	38.25594	38.25594	-121.72532	-121.72532
EDSM 20-08-LSR02 2019-09-18	38.07525	38.07525	-121.75889	-121.75889
EDSM 20-08-CS02 2019-09-18	38.26541	38.26541	-121.6968	-121.6968
EDSM 20-08-SBW02 2019-09-18	38.06869	38.06869	-122.08146	-122.08146
EDSM 20-08-RV01 2019-09-18	38.15873	38.15873	-121.68644	-121.68644
EDSM 20-08-HB01 2019-09-18	38.05689	38.05689	-121.9627	-121.9627
EDSM 20-08-CF02 2019-09-18	38.05084	38.05084	-121.89231	-121.89231
EDSM 20-08-CS01 2019-09-18	38.31723	38.31723	-121.65462	-121.65462
EDSM 20-08-CQS01 2019-09-19	38.05934	38.05934	-122.18926	-122.18926
EDSM 20-08-RV02 2019-09-19	38.10778	38.10778	-121.71395	-121.71395
EDSM 20-08-CS04 2019-09-19	38.2891	38.2891	-121.66606	-121.66606
EDSM 20-08-RV03 2019-09-19	38.14563	38.14563	-121.68521	-121.68521
EDSM 20-08-CS05 2019-09-19	38.32178	38.32178	-121.68602	-121.68602
EDSM 20-08-SPE02 2019-09-19	38.03955	38.03955	-122.27763	-122.27763
EDSM 20-08-LSR03 2019-09-19	38.06016	38.06016	-121.81057	-121.81057
EDSM 20-08-CS06 2019-09-19	38.26115	38.26115	-121.69637	-121.69637
EDSM 20-08-SPE01 2019-09-19	38.04216	38.04216	-122.31847	-122.31847
EDSM 20-08-LNR01 2019-09-19	38.12794	38.12794	-122.27951	-122.27951
EDSM 20-09-LSSC02 2019-09-23	38.2498	38.2498	-121.66854	-121.66854
EDSM 20-09-LSSC01 2019-09-23	38.47375	38.47375	-121.58447	-121.58447
EDSM 20-09-RV01 2019-09-23	38.17562	38.17562	-121.67005	-121.67005
EDSM 20-09-RV02 2019-09-23	38.15575	38.15575	-121.68872	-121.68872
EDSM 20-09-SPE02 2019-09-23	38.04688	38.04688	-122.29868	-122.29868
EDSM 20-09-SPE01 2019-09-23	38.05444	38.05444	-122.28547	-122.28547
EDSM 20-09-RV03 2019-09-23	38.0936	38.0936	-121.73231	-121.73231
EDSM 20-09-USSC01 2019-09-23	38.56174	38.56174	-121.5553	-121.5553
EDSM 20-09-CQS02 2019-09-23	38.06099	38.06099	-122.22873	-122.22873
EDSM 20-09-CQS01 2019-09-23	38.03472	38.03472	-122.14354	-122.14354
EDSM 20-09-SBW01 2019-09-23	38.03664	38.03664	-122.13682	-122.13682
EDSM 20-09-SBW02 2019-09-24	38.05295	38.05295	-122.09074	-122.09074
EDSM 20-09-USSC02 2019-09-24	38.49251	38.49251	-121.58402	-121.58402
EDSM 20-09-LSR01 2019-09-24	38.063	38.063	-121.83426	-121.83426
EDSM 20-09-SBM02 2019-09-24	38.0624	38.0624	-121.98889	-121.98889
EDSM 20-09-RV05 2019-09-24	38.13628	38.13628	-121.69463	-121.69463
EDSM 20-09-SBM03 2019-09-24	38.0746	38.0746	-122.02086	-122.02086
EDSM 20-09-LSSC04 2019-09-24	38.38806	38.38806	-121.62262	-121.62262
EDSM 20-09-LSSC03 2019-09-24	38.22027	38.22027	-121.67347	-121.67347
EDSM 20-09-CF02 2019-09-24	38.06132	38.06132	-121.85561	-121.85561
EDSM 20-09-RV04 2019-09-24	38.10787	38.10787	-121.6835	-121.6835
EDSM 20-09-CS03 2019-09-25	38.25739	38.25739	-121.73709	-121.73709
EDSM 20-09-CS01 2019-09-25	38.23345	38.23345	-121.6774	-121.6774
EDSM 20-09-SM02 2019-09-25	38.1563	38.1563	-122.05163	-122.05163
EDSM 20-09-SM03 2019-09-25	38.17017	38.17017	-122.02107	-122.02107
EDSM 20-09-SJT01 2019-09-25	38.0974	38.0974	-121.62625	-121.62625
EDSM 20-09-SJT02 2019-09-25	38.05987	38.05987	-121.6759	-121.6759
EDSM 20-09-LSJ01 2019-09-25	38.02464	38.02464	-121.74648	-121.74648
EDSM 20-09-SM01 2019-09-25	38.17805	38.17805	-121.91907	-121.91907
EDSM 20-09-CS02 2019-09-25	38.28618	38.28618	-121.6632	-121.6632
EDSM 20-09-CS05 2019-09-26	38.23435	38.23435	-121.6809	-121.6809
EDSM 20-09-CS04 2019-09-26	38.26813	38.26813	-121.70254	-121.70254
EDSM 20-09-CS07 2019-09-26	38.25688	38.25688	-121.73506	-121.73506
EDSM 20-09-HB01 2019-09-26	38.07529	38.07529	-121.94675	-121.94675
EDSM 20-09-SM04 2019-09-26	38.1827	38.1827	-121.92583	-121.92583
EDSM 20-09-CS08 2019-09-26	38.25389	38.25389	-121.6873	-121.6873
EDSM 20-09-SBM01 2019-09-26	38.0936	38.0936	-122.05432	-122.05432
EDSM 20-09-SM05 2019-09-26	38.16827	38.16827	-122.06802	-122.06802
EDSM 20-09-CF01 2019-09-26	38.05639	38.05639	-121.87159	-121.87159
EDSM 20-09-CS06 2019-09-26	38.31182	38.31182	-121.6672	-121.6672
EDSM 20-09-GB01 2019-09-26	38.10909	38.10909	-122.05244	-122.05244
EDSM 20-10-SM02 2019-09-30	38.12675	38.12675	-122.05838	-122.05838
EDSM 20-10-SBM01 2019-09-30	38.09663	38.09663	-122.04624	-122.04624
EDSM 20-10-USSC03 2019-09-30	38.47516	38.47516	-121.58451	-121.58451
EDSM 20-10-CF01 2019-09-30	38.0424	38.0424	-121.91124	-121.91124
EDSM 20-10-SM01 2019-09-30	38.17937	38.17937	-122.00233	-122.00233
EDSM 20-10-CF02 2019-09-30	38.05907	38.05907	-121.84418	-121.84418
EDSM 20-10-SM03 2019-09-30	38.1808	38.1808	-121.96337	-121.96337
EDSM 20-10-LSSC03 2019-09-30	38.18801	38.18801	-121.6598	-121.6598
EDSM 20-10-LSSC02 2019-09-30	38.37422	38.37422	-121.62931	-121.62931
EDSM 20-10-LSR03 2019-10-01	38.05515	38.05515	-121.79046	-121.79046
EDSM 20-10-LSR02 2019-10-01	38.06755	38.06755	-121.7782	-121.7782
EDSM 20-10-USSC02 2019-10-01	38.56153	38.56153	-121.55095	-121.55095
EDSM 20-10-RV03 2019-10-01	38.09597	38.09597	-121.70712	-121.70712
EDSM 20-10-USSC01 2019-10-01	38.49327	38.49327	-121.58432	-121.58432
EDSM 20-10-LSSC01 2019-10-01	38.21909	38.21909	-121.67168	-121.67168
EDSM 20-10-GB01 2019-10-01	38.11832	38.11832	-122.05548	-122.05548
EDSM 20-10-SM04 2019-10-01	38.20843	38.20843	-122.03391	-122.03391
EDSM 20-10-SM05 2019-10-01	38.15879	38.15879	-122.04903	-122.04903
EDSM 20-10-CF03 2019-10-02	38.06295	38.06295	-121.86532	-121.86532
EDSM 20-10-CS02 2019-10-02	38.25664	38.25664	-121.72577	-121.72577
EDSM 20-10-HB01 2019-10-02	38.05316	38.05316	-121.93749	-121.93749
EDSM 20-10-SBM02 2019-10-02	38.06251	38.06251	-122.02	-122.02
EDSM 20-10-RV01 2019-10-02	38.16252	38.16252	-121.6809	-121.6809
EDSM 20-10-LSR01 2019-10-02	38.06221	38.06221	-121.79173	-121.79173
EDSM 20-10-SBM03 2019-10-02	38.08497	38.08497	-122.03771	-122.03771
EDSM 20-10-CS03 2019-10-02	38.27881	38.27881	-121.71153	-121.71153
EDSM 20-10-RV02 2019-10-02	38.13174	38.13174	-121.69191	-121.69191
EDSM 20-10-CS01 2019-10-02	38.33596	38.33596	-121.66994	-121.66994
EDSM 20-10-SBW01 2019-10-02	38.04107	38.04107	-122.13089	-122.13089
EDSM 20-10-CQS01 2019-10-03	38.04979	38.04979	-122.17153	-122.17153
EDSM 20-10-CS05 2019-10-03	38.2629	38.2629	-121.77985	-121.77985
EDSM 20-10-LSJ01 2019-10-03	38.02098	38.02098	-121.81494	-121.81494
EDSM 20-10-SPE02 2019-10-03	38.05316	38.05316	-122.32815	-122.32815
EDSM 20-10-CS06 2019-10-03	38.25022	38.25022	-121.71367	-121.71367
EDSM 20-10-LSJ02 2019-10-03	38.04263	38.04263	-121.70995	-121.70995
EDSM 20-10-SJT01 2019-10-03	38.09331	38.09331	-121.62347	-121.62347
EDSM 20-10-CS04 2019-10-03	38.24622	38.24622	-121.673	-121.673
EDSM 20-10-SPE01 2019-10-03	38.06228	38.06228	-122.28433	-122.28433
EDSM 20-10-LNR01 2019-10-03	38.17742	38.17742	-122.29517	-122.29517
EDSM 20-11-RV01 2019-10-07	38.16756	38.16756	-121.67569	-121.67569
EDSM 20-11-LNR01 2019-10-07	38.10484	38.10484	-122.26874	-122.26874
EDSM 20-11-RV02 2019-10-07	38.15454	38.15454	-121.68505	-121.68505
EDSM 20-11-SPE01 2019-10-07	38.02865	38.02865	-122.31443	-122.31443
EDSM 20-11-USSC01 2019-10-07	38.56512	38.56512	-121.55209	-121.55209
EDSM 20-11-USSC03 2019-10-07	38.56113	38.56113	-121.55097	-121.55097
EDSM 20-11-LSR01 2019-10-07	38.06243	38.06243	-121.82926	-121.82926
EDSM 20-11-USSC02 2019-10-07	38.48947	38.48947	-121.58485	-121.58485
EDSM 20-11-SPE02 2019-10-07	38.04273	38.04273	-122.30367	-122.30367
EDSM 20-11-LSR03 2019-10-07	38.06544	38.06544	-121.81849	-121.81849
EDSM 20-11-CQS01 2019-10-07	38.03249	38.03249	-122.14447	-122.14447
EDSM 20-11-LSSC01 2019-10-07	38.18482	38.18482	-121.66273	-121.66273
EDSM 20-11-SBW02 2019-10-08	38.04068	38.04068	-122.11123	-122.11123
EDSM 20-11-LSSC02 2019-10-08	38.4409	38.4409	-121.5989	-121.5989
EDSM 20-11-LSR02 2019-10-08	38.07133	38.07133	-121.7718	-121.7718
EDSM 20-11-SBM02 2019-10-08	38.08816	38.08816	-122.00083	-122.00083
EDSM 20-11-SBM01 2019-10-08	38.057	38.057	-121.9829	-121.9829
EDSM 20-11-LSSC04 2019-10-08	38.39537	38.39537	-121.61993	-121.61993
EDSM 20-11-RV03 2019-10-08	38.0815	38.0815	-121.73095	-121.73095
EDSM 20-11-RV04 2019-10-08	38.1387	38.1387	-121.69404	-121.69404
EDSM 20-11-LSSC03 2019-10-08	38.21523	38.21523	-121.67036	-121.67036
EDSM 20-11-CF03 2019-10-08	38.04246	38.04246	-121.89386	-121.89386
EDSM 20-11-RV05 2019-10-08	38.11058	38.11058	-121.69217	-121.69217
EDSM 20-11-CS03 2019-10-09	38.24998	38.24998	-121.71789	-121.71789
EDSM 20-11-GB01 2019-10-09	38.10336	38.10336	-122.05364	-122.05364
EDSM 20-11-SBW01 2019-10-09	38.06567	38.06567	-122.05622	-122.05622
EDSM 20-11-CS02 2019-10-09	38.27905	38.27905	-121.71159	-121.71159
EDSM 20-11-CS01 2019-10-09	38.32414	38.32414	-121.6672	-121.6672
EDSM 20-11-GB02 2019-10-09	38.1098	38.1098	-122.05607	-122.05607
EDSM 20-11-CF01 2019-10-09	38.04356	38.04356	-121.91154	-121.91154
EDSM 20-11-SM04 2019-10-09	38.17164	38.17164	-122.03751	-122.03751
EDSM 20-11-CS04 2019-10-09	38.2423	38.2423	-121.67442	-121.67442
EDSM 20-11-CS05 2019-10-09	38.31437	38.31437	-121.69311	-121.69311
EDSM 20-11-CF02 2019-10-09	38.0633	38.0633	-121.85097	-121.85097
EDSM 20-11-CS06 2019-10-10	38.27217	38.27217	-121.70604	-121.70604
EDSM 20-11-LSJ03 2019-10-10	38.02132	38.02132	-121.80733	-121.80733
EDSM 20-11-SM01 2019-10-10	38.12031	38.12031	-121.88874	-121.88874
EDSM 20-11-SM03 2019-10-10	38.17916	38.17916	-121.91945	-121.91945
EDSM 20-11-LSJ02 2019-10-10	38.02858	38.02858	-121.72981	-121.72981
EDSM 20-11-LSJ01 2019-10-10	38.04227	38.04227	-121.70969	-121.70969
EDSM 20-11-SM02 2019-10-10	38.11495	38.11495	-122.06068	-122.06068
EDSM 20-11-CS08 2019-10-10	38.24576	38.24576	-121.6774	-121.6774
EDSM 20-11-CS07 2019-10-10	38.25013	38.25013	-121.68764	-121.68764
EDSM 20-12-USSC02 2019-10-15	38.56128	38.56128	-121.54917	-121.54917
EDSM 20-12-SJT01 2019-10-15	38.05437	38.05437	-121.69114	-121.69114
EDSM 20-12-PP01 2019-10-15	38.05608	38.05608	-121.53485	-121.53485
EDSM 20-12-GB02 2019-10-15	38.10969	38.10969	-122.05689	-122.05689
EDSM 20-12-SM01 2019-10-15	38.1484	38.1484	-122.05829	-122.05829
EDSM 20-12-LSJ01 2019-10-15	38.01988	38.01988	-121.79061	-121.79061
EDSM 20-12-SM02 2019-10-15	38.17178	38.17178	-122.03544	-122.03544
EDSM 20-12-USSC01 2019-10-15	38.49215	38.49215	-121.58437	-121.58437
EDSM 20-12-GB01 2019-10-15	38.10627	38.10627	-122.04226	-122.04226
EDSM 20-12-LSSC01 2019-10-15	38.35349	38.35349	-121.63869	-121.63869
EDSM 20-12-LSSC02 2019-10-16	38.21577	38.21577	-121.67021	-121.67021
EDSM 20-12-GB03 2019-10-16	38.10061	38.10061	-122.0608	-122.0608
EDSM 20-12-LSSC04 2019-10-16	38.32844	38.32844	-121.64834	-121.64834
EDSM 20-12-SBW01 2019-10-16	38.0588	38.0588	-122.11591	-122.11591
EDSM 20-12-SBM02 2019-10-16	38.09028	38.09028	-122.06295	-122.06295
EDSM 20-12-LSSC03 2019-10-16	38.45926	38.45926	-121.59008	-121.59008
EDSM 20-12-SBM01 2019-10-16	38.10362	38.10362	-122.04295	-122.04295
EDSM 20-12-SM03 2019-10-16	38.12195	38.12195	-122.07781	-122.07781
EDSM 20-12-SM04 2019-10-16	38.13123	38.13123	-122.05895	-122.05895
EDSM 20-12-LSSC05 2019-10-16	38.37852	38.37852	-121.62737	-121.62737
EDSM 20-12-LSR01 2019-10-17	38.06262	38.06262	-121.83356	-121.83356
EDSM 20-12-RV02 2019-10-17	38.14239	38.14239	-121.68728	-121.68728
EDSM 20-12-CS02 2019-10-17	38.25842	38.25842	-121.73855	-121.73855
EDSM 20-12-SBM03 2019-10-17	38.05609	38.05609	-121.99289	-121.99289
EDSM 20-12-SBW02 2019-10-17	38.05089	38.05089	-122.09688	-122.09688
EDSM 20-12-HB01 2019-10-17	38.0562	38.0562	-121.97045	-121.97045
EDSM 20-12-CS03 2019-10-17	38.24085	38.24085	-121.68701	-121.68701
EDSM 20-12-CS01 2019-10-17	38.32023	38.32023	-121.66711	-121.66711
EDSM 20-12-RV01 2019-10-17	38.15879	38.15879	-121.68255	-121.68255
EDSM 20-12-LSR03 2019-10-18	38.06654	38.06654	-121.82237	-121.82237
EDSM 20-12-CS04 2019-10-18	38.31442	38.31442	-121.66722	-121.66722
EDSM 20-12-LNR01 2019-10-18	38.18321	38.18321	-122.31101	-122.31101
EDSM 20-12-SPE02 2019-10-18	38.03228	38.03228	-122.31624	-122.31624
EDSM 20-12-CS05 2019-10-18	38.32169	38.32169	-121.69324	-121.69324
EDSM 20-12-CS06 2019-10-18	38.26482	38.26482	-121.69792	-121.69792
EDSM 20-12-LSR02 2019-10-18	38.03658	38.03658	-121.78468	-121.78468
EDSM 20-12-SPE01 2019-10-18	38.05023	38.05023	-122.30633	-122.30633
EDSM 20-12-RV03 2019-10-18	38.08926	38.08926	-121.70872	-121.70872
EDSM 20-12-CQS01 2019-10-18	38.05989	38.05989	-122.24338	-122.24338
EDSM 20-13-RV01 2019-10-21	38.09015	38.09015	-121.68489	-121.68489
EDSM 20-13-LSR02 2019-10-21	38.07198	38.07198	-121.77316	-121.77316
EDSM 20-13-LSR01 2019-10-21	38.06346	38.06346	-121.79324	-121.79324
EDSM 20-13-LSSC02 2019-10-21	38.40079	38.40079	-121.61742	-121.61742
EDSM 20-13-LSSC03 2019-10-21	38.26576	38.26576	-121.66457	-121.66457
EDSM 20-13-LSSC01 2019-10-21	38.23709	38.23709	-121.67335	-121.67335
EDSM 20-13-LSR04 2019-10-21	38.06038	38.06038	-121.79537	-121.79537
EDSM 20-13-SPE01 2019-10-21	38.0501	38.0501	-122.28513	-122.28513
EDSM 20-13-SPE02 2019-10-21	38.03827	38.03827	-122.3175	-122.3175
EDSM 20-13-RV02 2019-10-22	38.15204	38.15204	-121.68894	-121.68894
EDSM 20-13-RV03 2019-10-22	38.09767	38.09767	-121.72029	-121.72029
EDSM 20-13-HB01 2019-10-22	38.06036	38.06036	-121.95545	-121.95545
EDSM 20-13-SBM01 2019-10-22	38.05268	38.05268	-122.05116	-122.05116
EDSM 20-13-SBW02 2019-10-22	38.08206	38.08206	-122.07987	-122.07987
EDSM 20-13-CF03 2019-10-22	38.0059	38.0059	-121.79706	-121.79706
EDSM 20-13-LSR03 2019-10-22	38.08591	38.08591	-121.74777	-121.74777
EDSM 20-13-LSSC04 2019-10-22	38.45841	38.45841	-121.5906	-121.5906
EDSM 20-13-LSSC06 2019-10-22	38.4479	38.4479	-121.59554	-121.59554
EDSM 20-13-LSSC05 2019-10-22	38.1928	38.1928	-121.65664	-121.65664
EDSM 20-13-CS03 2019-10-23	38.30735	38.30735	-121.69276	-121.69276
EDSM 20-13-SBW01 2019-10-23	38.05765	38.05765	-122.0871	-122.0871
EDSM 20-13-CS01 2019-10-23	38.25657	38.25657	-121.67131	-121.67131
EDSM 20-13-CF01 2019-10-23	38.04918	38.04918	-121.92959	-121.92959
EDSM 20-13-CS02 2019-10-23	38.23321	38.23321	-121.6782	-121.6782
EDSM 20-13-SM02 2019-10-23	38.13098	38.13098	-122.08232	-122.08232
EDSM 20-13-GB03 2019-10-23	38.10085	38.10085	-122.06757	-122.06757
EDSM 20-13-CF02 2019-10-23	38.02983	38.02983	-121.83974	-121.83974
EDSM 20-13-SM03 2019-10-23	38.12117	38.12117	-122.06652	-122.06652
EDSM 20-13-LNR01 2019-10-21	38.14347	38.14347	-122.28405	-122.28405
EDSM 20-13-CQS01 2019-10-21	38.06395	38.06395	-122.25279	-122.25279
EDSM 20-13-GB01 2019-10-25	38.10575	38.10575	-122.04386	-122.04386
EDSM 20-13-LSJ03 2019-10-25	38.02409	38.02409	-121.79268	-121.79268
EDSM 20-13-CS06 2019-10-25	38.331	38.331	-121.66751	-121.66751
EDSM 20-13-LSJ01 2019-10-25	38.01981	38.01981	-121.74777	-121.74777
EDSM 20-13-GB02 2019-10-25	38.10927	38.10927	-122.05456	-122.05456
EDSM 20-13-CS05 2019-10-25	38.24161	38.24161	-121.68354	-121.68354
EDSM 20-13-SM01 2019-10-25	38.1756	38.1756	-121.94923	-121.94923
EDSM 20-13-LSJ02 2019-10-25	38.03808	38.03808	-121.70455	-121.70455
EDSM 20-13-CS04 2019-10-25	38.27615	38.27615	-121.69491	-121.69491
EDSM 20-14-RV04 2019-10-28	38.10851	38.10851	-121.7088	-121.7088
EDSM 20-14-LSSC02 2019-10-28	38.41348	38.41348	-121.61184	-121.61184
EDSM 20-14-GB01 2019-10-28	38.10268	38.10268	-122.06235	-122.06235
EDSM 20-14-RV05 2019-10-28	38.11321	38.11321	-121.70871	-121.70871
EDSM 20-14-LSSC03 2019-10-28	38.26279	38.26279	-121.66564	-121.66564
EDSM 20-14-LSSC01 2019-10-28	38.20497	38.20497	-121.65835	-121.65835
EDSM 20-14-LSR01 2019-10-28	38.06553	38.06553	-121.81964	-121.81964
EDSM 20-14-RV02 2019-10-29	38.15007	38.15007	-121.68899	-121.68899
EDSM 20-14-USSC01 2019-10-29	38.54015	38.54015	-121.58395	-121.58395
EDSM 20-14-CF01 2019-10-29	38.05081	38.05081	-121.83712	-121.83712
EDSM 20-14-RV01 2019-10-29	38.10205	38.10205	-121.72208	-121.72208
EDSM 20-14-SBM01 2019-10-29	38.05838	38.05838	-121.98097	-121.98097
EDSM 20-14-LSSC05 2019-10-29	38.42947	38.42947	-121.60365	-121.60365
EDSM 20-14-RV03 2019-10-29	38.08778	38.08778	-121.73457	-121.73457
EDSM 20-14-SBW01 2019-10-29	38.07724	38.07724	-122.09443	-122.09443
EDSM 20-14-LSSC04 2019-10-29	38.20937	38.20937	-121.66361	-121.66361
EDSM 20-14-CS02 2019-10-30	38.28452	38.28452	-121.66527	-121.66527
EDSM 20-14-CF02 2019-10-30	38.05158	38.05158	-121.88115	-121.88115
EDSM 20-14-SM01 2019-10-30	38.12713	38.12713	-122.05651	-122.05651
EDSM 20-14-SM02 2019-10-30	38.17739	38.17739	-122.01118	-122.01118
EDSM 20-14-CS01 2019-10-30	38.23722	38.23722	-121.68314	-121.68314
EDSM 20-14-HB01 2019-10-30	38.05165	38.05165	-121.95699	-121.95699
EDSM 20-14-CS03 2019-10-30	38.25763	38.25763	-121.69216	-121.69216
EDSM 20-14-SM03 2019-10-30	38.16954	38.16954	-122.02821	-122.02821
EDSM 20-14-SBM02 2019-10-30	38.0767	38.0767	-122.02984	-122.02984
EDSM 20-14-GB02 2019-10-30	38.1039	38.1039	-122.04729	-122.04729
EDSM 20-14-LNR01 2019-10-31	38.16423	38.16423	-122.29308	-122.29308
